id,name,age,salary,hire_date,department,bonus,address,phone,email,address_length,salary_category
20,Name_131,23.0,70000.0,2024-12-13,IT,6729.0,"Street 85, City 11",3262152410.0,email_778@example.com,18,medium
21,Name_662,42.0,60000.0,2019-09-17,Finance,9343.0,"Street 11, City 12",5969156283.0,email_579@example.com,18,medium
22,Name_309,48.0,70000.0,2024-12-20,Marketing,4788.0,"Street 12, City 49",9780076450.0,email_591@example.com,18,medium
23,Name_770,26.0,60000.0,2018-07-10,Finance,,"Street 25, City 12",9672292703.0,email_714@example.com,18,medium
24,Name_344,37.0,70000.0,2020-04-19,Finance,,"Street 12, City 8",4050080157.0,email_890@example.com,17,medium
25,Name_492,27.0,60000.0,2018-04-19,HR,8341.0,"Street 97, City 25",9306969241.0,email_610@example.com,18,medium
26,Name_414,54.0,60000.0,2017-08-11,IT,9793.0,"Street 3, City 27",9157026184.0,email_736@example.com,17,medium
27,Name_806,44.0,60000.0,2018-12-18,Finance,6997.0,"Street 95, City 2",6694325597.0,email_422@example.com,17,medium
28,Name_386,30.0,70000.0,2021-02-22,IT,8369.0,"Street 62, City 15",7104877252.0,email_475@example.com,18,medium
29,Name_192,58.0,70000.0,,IT,8923.0,"Street 92, City 4",8270639056.0,email_151@example.com,17,medium
30,Name_956,19.0,60000.0,2017-10-12,HR,,"Street 24, City 44",6291979550.0,email_92@example.com,18,medium
31,Name_277,67.0,70000.0,2015-05-03,HR,5202.0,,,,3,medium
32,Name_161,38.0,50000.0,2016-03-31,Finance,,"Street 63, City 42",3927046416.0,email_275@example.com,18,low
33,Name_460,50.0,70000.0,2015-03-16,Finance,,"Street 77, City 15",8720870455.0,email_687@example.com,18,medium
34,Name_314,41.0,60000.0,2016-05-30,Marketing,8901.0,"Street 62, City 1",5622953075.0,email_130@example.com,17,medium
35,Name_22,70.0,50000.0,2023-09-28,IT,,"Street 35, City 39",1289623915.0,email_123@example.com,18,low
36,Name_253,61.0,50000.0,,IT,7499.0,"Street 88, City 30",5348106186.0,email_909@example.com,18,low
37,Name_748,59.0,70000.0,2022-02-05,HR,9226.0,"Street 58, City 27",8241470844.0,email_345@example.com,18,medium
38,Name_857,51.0,60000.0,2024-12-10,HR,2591.0,"Street 79, City 36",1804987173.0,email_418@example.com,18,medium
39,Name_561,77.0,60000.0,2017-08-13,Finance,4398.0,"Street 51, City 48",3813070009.0,email_342@example.com,18,medium
40,Name_475,26.0,60000.0,,Marketing,4753.0,"Street 55, City 50",3193948810.0,email_613@example.com,18,medium
41,Name_59,19.0,50000.0,2023-04-08,Marketing,1835.0,"Street 96, City 48",9504855045.0,email_386@example.com,18,low
42,Name_511,72.0,60000.0,2017-11-19,HR,1265.0,"Street 73, City 34",7857931361.0,email_1@example.com,18,medium
43,Name_682,73.0,50000.0,2023-06-02,HR,8642.0,"Street 74, City 18",6130207357.0,email_237@example.com,18,low
44,Name_476,47.0,60000.0,2021-07-17,Marketing,9776.0,"Street 1, City 21",3873671199.0,email_618@example.com,17,medium
45,Name_700,48.0,60000.0,2020-05-08,Marketing,8840.0,"Street 95, City 26",9041810947.0,email_754@example.com,18,medium
46,Name_976,63.0,70000.0,,Finance,5886.0,"Street 13, City 44",9462779958.0,email_389@example.com,18,medium
47,Name_783,28.0,60000.0,2017-06-28,Marketing,5312.0,"Street 72, City 3",2690054927.0,email_919@example.com,17,medium
48,Name_190,72.0,50000.0,2017-06-08,IT,8492.0,"Street 26, City 4",6036845574.0,email_132@example.com,17,low
49,Name_958,60.0,70000.0,2023-03-10,Marketing,7474.0,"Street 48, City 35",7567878062.0,email_270@example.com,18,medium
50,Name_687,34.0,50000.0,2022-11-23,Unknown,3539.0,"Street 38, City 43",4259234999.0,email_26@example.com,18,low
51,Name_958,53.0,70000.0,2023-10-05,Marketing,,"Street 51, City 49",8948420331.0,email_928@example.com,18,medium
52,Name_563,30.0,50000.0,2016-10-16,HR,8675.0,"Street 74, City 16",7002695118.0,email_929@example.com,18,low
53,Name_876,24.0,60000.0,2019-03-11,HR,9388.0,"Street 91, City 21",4835216551.0,email_129@example.com,18,medium
54,Name_567,33.0,60000.0,2019-10-26,Unknown,,"Street 48, City 30",1122603210.0,email_428@example.com,18,medium
55,Name_244,50.0,60000.0,2020-11-14,IT,,"Street 18, City 35",3976519173.0,email_805@example.com,18,medium
56,Name_832,62.0,60000.0,2024-05-26,Marketing,7006.0,"Street 98, City 36",6132485446.0,email_135@example.com,18,medium
57,Name_505,18.0,60000.0,2016-08-10,Marketing,9289.0,"Street 97, City 33",5509383215.0,email_497@example.com,18,medium
58,Name_131,28.0,70000.0,,Unknown,,"Street 29, City 31",9330165284.0,email_559@example.com,18,medium
59,Name_485,23.0,60000.0,2021-10-15,Finance,6671.0,"Street 16, City 27",3765642109.0,email_423@example.com,18,medium
60,Name_819,37.0,60000.0,2025-02-23,Finance,3318.0,"Street 61, City 37",6779141894.0,email_801@example.com,18,medium
61,Name_647,52.0,50000.0,2021-06-26,IT,7866.0,"Street 60, City 17",2278091259.0,email_44@example.com,18,low
62,Name_21,61.0,60000.0,2019-11-23,Marketing,7721.0,"Street 88, City 19",7675955335.0,email_717@example.com,18,medium
63,Name_841,54.0,50000.0,2016-11-23,Marketing,2790.0,"Street 68, City 18",7061814574.0,email_490@example.com,18,low
64,Name_167,58.0,70000.0,,Marketing,9739.0,"Street 39, City 48",8642902495.0,email_477@example.com,18,medium
65,Name_274,43.0,60000.0,2015-08-05,HR,3028.0,"Street 75, City 31",6227045289.0,email_596@example.com,18,medium
66,Name_388,75.0,50000.0,2015-05-04,Finance,,"Street 71, City 3",5550098121.0,email_432@example.com,17,low
67,Name_601,29.0,70000.0,,Unknown,2659.0,"Street 70, City 13",3871670379.0,email_721@example.com,18,medium
68,Name_316,79.0,60000.0,,HR,1094.0,"Street 33, City 42",5045823635.0,email_215@example.com,18,medium
69,Name_14,47.0,60000.0,2017-01-13,HR,5580.0,"Street 10, City 13",1046371032.0,email_212@example.com,18,medium
70,Name_242,45.0,70000.0,2015-11-05,Finance,9177.0,"Street 94, City 27",4392791065.0,email_744@example.com,18,medium
71,Name_777,44.0,60000.0,2016-01-12,Marketing,9298.0,"Street 13, City 9",8030076922.0,email_839@example.com,17,medium
72,Name_346,59.0,70000.0,2024-06-07,IT,2969.0,"Street 90, City 19",8143994832.0,email_863@example.com,18,medium
73,Name_565,36.0,60000.0,2019-05-28,Unknown,1426.0,"Street 58, City 15",7319044906.0,email_935@example.com,18,medium
74,Name_898,22.0,50000.0,2020-01-04,Finance,7814.0,,,,3,low
75,Name_340,75.0,50000.0,2020-10-03,IT,1774.0,"Street 24, City 7",9986955618.0,email_210@example.com,17,low
76,Name_92,22.0,50000.0,2021-01-14,Finance,1968.0,"Street 24, City 27",3048630709.0,email_793@example.com,18,low
77,Name_367,58.0,50000.0,2022-05-21,Finance,,"Street 28, City 35",6712099790.0,email_684@example.com,18,low
78,Name_956,44.0,70000.0,2016-04-18,Finance,8191.0,"Street 18, City 21",7503307572.0,email_247@example.com,18,medium
79,Name_455,45.0,50000.0,2017-01-22,Finance,1137.0,"Street 62, City 2",5196978878.0,email_223@example.com,17,low
80,Name_428,43.0,50000.0,2016-11-01,Marketing,9403.0,"Street 51, City 16",1400113441.0,email_512@example.com,18,low
81,Name_509,44.0,70000.0,2024-09-27,HR,,"Street 94, City 45",3437087348.0,email_881@example.com,18,medium
82,Name_776,69.0,70000.0,2018-11-20,Finance,,"Street 60, City 21",9257443997.0,email_406@example.com,18,medium
83,Name_943,66.0,60000.0,2019-04-25,IT,4190.0,"Street 90, City 22",2854458013.0,email_339@example.com,18,medium
84,Name_35,59.0,70000.0,2015-11-13,IT,8513.0,,,,3,medium
85,Name_206,38.0,60000.0,2024-01-03,IT,2657.0,"Street 11, City 36",9428740847.0,email_242@example.com,18,medium
86,Name_81,18.0,60000.0,2022-11-13,HR,,"Street 19, City 14",8219518754.0,email_588@example.com,18,medium
87,Name_932,71.0,60000.0,2019-12-10,HR,2711.0,"Street 43, City 16",5988469309.0,email_28@example.com,18,medium
88,Name_562,45.0,50000.0,2022-01-13,IT,9052.0,"Street 28, City 49",4138665225.0,email_699@example.com,18,low
89,Name_872,65.0,50000.0,2024-12-17,Marketing,1665.0,"Street 33, City 48",9571141217.0,email_335@example.com,18,low
90,Name_388,75.0,60000.0,2016-02-04,HR,3883.0,"Street 62, City 46",2519326396.0,email_374@example.com,18,medium
91,Name_2,75.0,50000.0,2016-04-09,HR,3511.0,,,,3,low
92,Name_390,32.0,70000.0,2016-08-24,Marketing,5818.0,"Street 76, City 7",3764974863.0,email_680@example.com,17,medium
93,Name_566,72.0,60000.0,,Finance,4931.0,"Street 92, City 4",7124504664.0,email_583@example.com,17,medium
94,Name_106,34.0,50000.0,2020-06-25,HR,8807.0,"Street 83, City 29",9550000101.0,email_482@example.com,18,low
95,Name_772,43.0,60000.0,2015-12-15,IT,3728.0,,,,3,medium
96,Name_822,37.0,70000.0,2024-05-23,IT,2603.0,"Street 29, City 34",6626680688.0,email_654@example.com,18,medium
97,Name_477,42.0,60000.0,2023-01-03,Marketing,3796.0,"Street 1, City 36",1340988949.0,email_631@example.com,17,medium
98,Name_703,30.0,60000.0,2019-02-07,IT,9962.0,"Street 52, City 23",4415494744.0,email_435@example.com,18,medium
99,Name_402,50.0,60000.0,2021-10-07,Unknown,6775.0,"Street 36, City 45",6624846072.0,email_152@example.com,18,medium
100,Name_730,42.0,60000.0,2016-02-16,IT,3388.0,"Street 40, City 18",8542633120.0,email_816@example.com,18,medium
101,Name_556,25.0,60000.0,2024-02-17,Marketing,8608.0,"Street 84, City 22",1990411404.0,email_694@example.com,18,medium
102,Name_162,22.0,50000.0,2022-12-31,Marketing,1082.0,"Street 73, City 25",1098549236.0,email_575@example.com,18,low
103,Name_202,23.0,50000.0,2016-07-25,Marketing,8316.0,"Street 57, City 2",6263765500.0,email_193@example.com,17,low
104,Name_958,40.0,50000.0,,Unknown,9647.0,"Street 36, City 37",7229686360.0,email_540@example.com,18,low
105,Name_996,69.0,60000.0,2017-06-20,HR,2583.0,"Street 67, City 3",2803377051.0,email_606@example.com,17,medium
106,Name_270,47.0,60000.0,2017-01-12,Finance,4925.0,"Street 18, City 30",1785744043.0,email_952@example.com,18,medium
107,Name_863,31.0,50000.0,,IT,4625.0,"Street 39, City 5",3696652437.0,email_543@example.com,17,low
108,Name_816,71.0,60000.0,2025-01-16,HR,1212.0,"Street 34, City 27",4541166691.0,email_440@example.com,18,medium
109,Name_271,40.0,70000.0,2016-02-22,Marketing,7763.0,"Street 59, City 50",8982434377.0,email_407@example.com,18,medium
110,Name_456,28.0,70000.0,,HR,5686.0,"Street 69, City 47",1448338052.0,email_143@example.com,18,medium
111,Name_462,48.0,70000.0,2017-05-25,HR,,"Street 59, City 6",9019401877.0,email_1@example.com,17,medium
112,Name_727,23.0,60000.0,,Unknown,7124.0,"Street 92, City 30",7632135352.0,email_578@example.com,18,medium
113,Name_252,28.0,60000.0,2024-03-20,Marketing,5326.0,"Street 19, City 23",2017256003.0,email_5@example.com,18,medium
114,Name_702,30.0,50000.0,2018-02-08,Marketing,1910.0,,,,3,low
115,Name_296,29.0,70000.0,2018-01-20,IT,7551.0,"Street 62, City 11",1166821937.0,email_169@example.com,18,medium
116,Name_725,48.0,60000.0,2020-08-25,IT,1703.0,"Street 80, City 8",1197361415.0,email_381@example.com,17,medium
117,Name_720,19.0,60000.0,2017-12-02,IT,6380.0,,,,3,medium
118,Name_749,70.0,60000.0,2023-02-15,IT,7100.0,"Street 63, City 32",3677093413.0,email_972@example.com,18,medium
119,Name_338,52.0,60000.0,2022-03-29,HR,7907.0,"Street 61, City 31",3804742646.0,email_980@example.com,18,medium
120,Name_879,72.0,50000.0,2016-11-12,HR,8702.0,"Street 68, City 42",2002390864.0,email_991@example.com,18,low
121,Name_53,53.0,50000.0,2025-01-18,IT,9472.0,"Street 8, City 1",5760211560.0,email_617@example.com,16,low
122,Name_792,34.0,60000.0,,IT,5508.0,"Street 87, City 49",9676969870.0,email_434@example.com,18,medium
123,Name_922,45.0,60000.0,2020-01-30,IT,5121.0,"Street 26, City 6",1993859390.0,email_925@example.com,17,medium
124,Name_217,45.0,60000.0,2020-03-23,Finance,,,,,3,medium
125,Name_764,39.0,60000.0,2023-03-10,IT,4528.0,,,,3,medium
126,Name_188,55.0,70000.0,2017-02-20,Finance,7509.0,"Street 47, City 36",1027814423.0,email_291@example.com,18,medium
127,Name_380,24.0,60000.0,,IT,9324.0,"Street 10, City 1",6360304121.0,email_450@example.com,17,medium
128,Name_493,48.0,60000.0,2021-09-29,Marketing,1043.0,"Street 28, City 17",4630716154.0,email_848@example.com,18,medium
129,Name_41,49.0,50000.0,,Unknown,5732.0,"Street 46, City 30",6834899952.0,email_396@example.com,18,low
130,Name_157,28.0,60000.0,,HR,5670.0,"Street 6, City 7",9249170460.0,email_269@example.com,16,medium
131,Name_15,41.0,50000.0,2022-02-06,Marketing,3093.0,"Street 54, City 35",7256386772.0,email_350@example.com,18,low
132,Name_813,20.0,50000.0,2018-09-05,Unknown,4331.0,"Street 24, City 40",1186319140.0,email_79@example.com,18,low
133,Name_65,47.0,50000.0,2024-01-15,Finance,4904.0,"Street 55, City 15",2142480318.0,email_445@example.com,18,low
134,Name_857,23.0,60000.0,2024-02-06,HR,5960.0,"Street 75, City 25",3630219227.0,email_552@example.com,18,medium
135,Name_839,75.0,60000.0,2015-11-17,Finance,6686.0,"Street 50, City 9",1772026312.0,email_359@example.com,17,medium
136,Name_521,19.0,60000.0,2016-08-09,Finance,4087.0,"Street 58, City 11",7316775501.0,email_333@example.com,18,medium
137,Name_344,78.0,60000.0,,HR,6540.0,"Street 56, City 7",7540860023.0,email_713@example.com,17,medium
138,Name_129,31.0,70000.0,,Unknown,9174.0,,,,3,medium
139,Name_648,58.0,70000.0,2021-08-08,HR,2869.0,"Street 32, City 8",8245537808.0,email_352@example.com,17,medium
140,Name_472,35.0,70000.0,2019-10-02,IT,4152.0,"Street 96, City 21",1646230456.0,email_29@example.com,18,medium
141,Name_63,68.0,60000.0,2017-09-17,Finance,8769.0,,,,3,medium
142,Name_139,61.0,60000.0,2017-12-02,IT,1353.0,"Street 74, City 2",4989794050.0,email_512@example.com,17,medium
143,Name_499,48.0,70000.0,2017-11-27,HR,2852.0,"Street 46, City 22",3095393524.0,email_917@example.com,18,medium
144,Name_593,30.0,60000.0,2016-09-15,HR,6417.0,"Street 85, City 35",1978866634.0,email_729@example.com,18,medium
145,Name_392,43.0,50000.0,2024-08-08,Unknown,1007.0,,,,3,low
146,Name_675,61.0,60000.0,2018-05-18,Finance,1392.0,"Street 38, City 45",7854166030.0,email_121@example.com,18,medium
147,Name_419,29.0,60000.0,,Marketing,3706.0,"Street 2, City 4",6577673419.0,email_774@example.com,16,medium
148,Name_289,48.0,60000.0,2021-08-04,HR,6878.0,"Street 42, City 48",9858526458.0,email_669@example.com,18,medium
149,Name_379,26.0,60000.0,2015-12-20,Marketing,3663.0,"Street 81, City 46",1270419596.0,email_281@example.com,18,medium
150,Name_773,66.0,50000.0,2016-09-11,Finance,7697.0,,,,3,low
151,Name_490,38.0,50000.0,2024-12-23,IT,5526.0,"Street 37, City 25",7104080721.0,email_959@example.com,18,low
152,Name_231,65.0,50000.0,2018-11-27,Finance,6573.0,,,,3,low
153,Name_41,66.0,60000.0,,Unknown,,"Street 63, City 41",4536712903.0,email_707@example.com,18,medium
154,Name_28,70.0,60000.0,2022-09-13,Marketing,4050.0,"Street 20, City 26",1915114135.0,email_286@example.com,18,medium
155,Name_135,73.0,70000.0,2020-07-04,Marketing,7495.0,,,,3,medium
156,Name_201,57.0,60000.0,2022-10-06,IT,8229.0,"Street 4, City 10",3783070175.0,email_980@example.com,17,medium
157,Name_840,60.0,60000.0,2019-12-21,IT,6301.0,"Street 62, City 24",4371579888.0,email_330@example.com,18,medium
158,Name_780,41.0,60000.0,2015-11-05,HR,5439.0,"Street 45, City 34",1311851246.0,email_936@example.com,18,medium
159,Name_930,51.0,50000.0,2016-08-03,Finance,6482.0,"Street 93, City 10",4798682117.0,email_930@example.com,18,low
160,Name_33,25.0,70000.0,2017-10-29,Unknown,8858.0,"Street 28, City 30",6244739474.0,email_208@example.com,18,medium
161,Name_48,61.0,50000.0,2021-01-21,HR,6435.0,"Street 84, City 18",5945077388.0,email_101@example.com,18,low
162,Name_503,70.0,50000.0,2018-02-22,Finance,5195.0,"Street 80, City 15",3448892918.0,email_250@example.com,18,low
163,Name_407,50.0,50000.0,,IT,1931.0,"Street 34, City 37",6355745674.0,email_147@example.com,18,low
164,Name_574,40.0,70000.0,,Unknown,9248.0,"Street 60, City 22",5563591124.0,email_899@example.com,18,medium
165,Name_728,48.0,70000.0,2016-01-27,IT,5487.0,"Street 55, City 47",3741158877.0,email_618@example.com,18,medium
166,Name_805,71.0,50000.0,2016-01-23,IT,5327.0,"Street 23, City 34",8350857335.0,email_265@example.com,18,low
167,Name_99,70.0,70000.0,2016-11-11,Marketing,2119.0,"Street 97, City 3",4409348163.0,email_991@example.com,17,medium
168,Name_684,66.0,60000.0,2020-04-24,Finance,8282.0,"Street 48, City 4",2588041087.0,email_441@example.com,17,medium
169,Name_872,31.0,70000.0,2017-03-03,HR,4322.0,,,,3,medium
170,Name_726,31.0,50000.0,2015-03-28,Marketing,6272.0,"Street 9, City 38",9599182062.0,email_443@example.com,17,low
171,Name_987,33.0,50000.0,2023-04-15,Finance,6906.0,,,,3,low
172,Name_547,66.0,60000.0,2024-02-29,Finance,6357.0,"Street 29, City 29",8436961009.0,email_326@example.com,18,medium
173,Name_961,55.0,60000.0,2015-11-01,Finance,,"Street 45, City 24",1633414591.0,email_491@example.com,18,medium
174,Name_739,75.0,50000.0,2024-02-20,Unknown,4044.0,"Street 59, City 5",2501555906.0,email_108@example.com,17,low
175,Name_613,77.0,60000.0,,Marketing,1944.0,"Street 97, City 50",4500539477.0,email_490@example.com,18,medium
176,Name_943,56.0,60000.0,,HR,7810.0,"Street 79, City 10",5044967605.0,email_222@example.com,18,medium
177,Name_462,43.0,50000.0,2020-06-01,Marketing,3637.0,"Street 75, City 39",1749211694.0,email_157@example.com,18,low
178,Name_643,43.0,60000.0,2020-12-26,IT,4510.0,"Street 87, City 40",4958515075.0,email_381@example.com,18,medium
179,Name_769,18.0,60000.0,2017-05-09,Finance,2113.0,"Street 54, City 12",8589839764.0,email_174@example.com,18,medium
180,Name_5,49.0,50000.0,2020-09-24,IT,3708.0,"Street 43, City 11",8087827052.0,email_354@example.com,18,low
181,Name_218,74.0,70000.0,2016-09-26,Marketing,,"Street 32, City 34",1694244085.0,email_569@example.com,18,medium
182,Name_503,32.0,60000.0,,HR,3540.0,"Street 43, City 22",4528865348.0,email_529@example.com,18,medium
183,Name_767,69.0,70000.0,2018-10-09,IT,9676.0,"Street 31, City 24",4532737337.0,email_745@example.com,18,medium
184,Name_398,38.0,50000.0,2022-11-09,IT,1986.0,"Street 23, City 36",2961774070.0,email_715@example.com,18,low
185,Name_871,35.0,50000.0,2016-05-23,Unknown,1970.0,"Street 13, City 28",5900366242.0,email_411@example.com,18,low
186,Name_795,47.0,60000.0,2015-09-13,Marketing,6433.0,,,,3,medium
187,Name_393,77.0,60000.0,2020-09-01,IT,5958.0,"Street 31, City 43",9659593251.0,email_939@example.com,18,medium
188,Name_207,75.0,60000.0,2018-06-30,Marketing,6410.0,"Street 7, City 41",7162635961.0,email_416@example.com,17,medium
189,Name_15,30.0,60000.0,2020-03-04,HR,7895.0,"Street 73, City 24",2536787940.0,email_594@example.com,18,medium
190,Name_858,41.0,70000.0,2021-10-06,IT,2366.0,"Street 88, City 14",3444288170.0,email_390@example.com,18,medium
191,Name_554,47.0,60000.0,2023-12-07,HR,8136.0,"Street 72, City 50",3987789438.0,email_736@example.com,18,medium
192,Name_892,19.0,70000.0,2017-09-13,IT,4051.0,"Street 60, City 49",4869296582.0,email_484@example.com,18,medium
193,Name_461,48.0,50000.0,2021-09-14,Finance,3969.0,"Street 74, City 40",7903879042.0,email_444@example.com,18,low
194,Name_691,64.0,70000.0,2020-08-27,Unknown,1996.0,"Street 97, City 46",4955603248.0,email_390@example.com,18,medium
195,Name_575,61.0,70000.0,2023-09-27,Unknown,2766.0,"Street 10, City 13",2825284944.0,email_933@example.com,18,medium
196,Name_864,48.0,70000.0,2017-05-10,Unknown,7541.0,"Street 9, City 20",2701446453.0,email_878@example.com,17,medium
197,Name_743,42.0,60000.0,2021-05-08,HR,2523.0,"Street 46, City 48",3924539826.0,email_546@example.com,18,medium
198,Name_241,67.0,60000.0,,Marketing,,"Street 37, City 21",6532502212.0,email_800@example.com,18,medium
199,Name_564,31.0,70000.0,2018-04-07,Unknown,1848.0,"Street 26, City 10",3930289947.0,email_548@example.com,18,medium
200,Name_96,23.0,60000.0,2017-11-22,IT,5428.0,"Street 70, City 14",3781846227.0,email_27@example.com,18,medium
201,Name_900,29.0,60000.0,2023-05-31,IT,,"Street 55, City 17",3361960861.0,email_336@example.com,18,medium
202,Name_734,37.0,60000.0,2018-01-25,Finance,,"Street 97, City 1",2534051751.0,email_400@example.com,17,medium
203,Name_485,40.0,60000.0,2016-05-09,HR,,"Street 61, City 6",1582395896.0,email_474@example.com,17,medium
204,Name_407,47.0,50000.0,2020-05-02,IT,9528.0,"Street 38, City 14",7663036746.0,email_610@example.com,18,low
205,Name_231,47.0,50000.0,2021-09-03,IT,7809.0,"Street 16, City 21",1904972695.0,email_344@example.com,18,low
206,Name_749,55.0,50000.0,2019-10-16,Finance,7841.0,"Street 54, City 19",9695058978.0,email_337@example.com,18,low
207,Name_655,75.0,60000.0,2017-01-26,Finance,3150.0,"Street 51, City 50",9134558120.0,email_618@example.com,18,medium
208,Name_171,47.0,60000.0,2016-03-06,Marketing,6684.0,"Street 13, City 6",4500064468.0,email_972@example.com,17,medium
209,Name_541,58.0,50000.0,2021-01-22,Marketing,,"Street 22, City 50",8133512572.0,email_154@example.com,18,low
210,Name_36,47.0,70000.0,2021-11-14,Marketing,3141.0,,,,3,medium
211,Name_525,74.0,60000.0,2024-01-09,IT,2422.0,"Street 39, City 33",6057721508.0,email_177@example.com,18,medium
212,Name_160,75.0,50000.0,2023-08-29,Finance,1900.0,"Street 23, City 27",3526101702.0,email_540@example.com,18,low
213,Name_839,53.0,60000.0,2020-10-14,HR,2382.0,"Street 28, City 24",8522067035.0,email_518@example.com,18,medium
214,Name_699,66.0,50000.0,2022-02-19,Marketing,1004.0,"Street 14, City 40",9184923260.0,email_258@example.com,18,low
215,Name_243,51.0,70000.0,2018-03-04,Unknown,1031.0,"Street 20, City 32",5918574926.0,email_779@example.com,18,medium
216,Name_86,33.0,60000.0,2016-01-07,IT,5959.0,"Street 88, City 42",2440229626.0,email_487@example.com,18,medium
217,Name_796,41.0,50000.0,2024-02-17,HR,6722.0,"Street 1, City 34",4337746076.0,email_596@example.com,17,low
218,Name_578,31.0,50000.0,2016-12-02,IT,1773.0,"Street 21, City 4",2899606533.0,email_360@example.com,17,low
219,Name_682,43.0,60000.0,2016-03-08,Marketing,5538.0,"Street 78, City 45",5791002067.0,email_665@example.com,18,medium
220,Name_557,25.0,70000.0,2019-08-31,IT,9231.0,,,,3,medium
221,Name_574,31.0,50000.0,2024-01-27,Marketing,7508.0,"Street 61, City 16",3661844036.0,email_190@example.com,18,low
222,Name_953,48.0,50000.0,2017-11-25,IT,6047.0,"Street 4, City 22",8033441587.0,email_984@example.com,17,low
223,Name_646,19.0,60000.0,2023-12-19,Marketing,3391.0,"Street 61, City 18",4559165845.0,email_870@example.com,18,medium
224,Name_796,65.0,60000.0,2021-11-24,Finance,2276.0,"Street 5, City 35",5464457944.0,email_242@example.com,17,medium
225,Name_28,21.0,60000.0,2024-08-17,Finance,8193.0,"Street 17, City 30",8563289204.0,email_80@example.com,18,medium
226,Name_620,18.0,60000.0,2017-06-01,Finance,2417.0,"Street 31, City 32",9132139953.0,email_362@example.com,18,medium
227,Name_556,72.0,60000.0,2022-04-13,Finance,8853.0,"Street 41, City 19",1681759497.0,email_177@example.com,18,medium
228,Name_340,37.0,50000.0,2016-10-28,Finance,7741.0,"Street 3, City 30",2156486229.0,email_782@example.com,17,low
229,Name_798,76.0,70000.0,,Unknown,1931.0,"Street 80, City 46",2754044508.0,email_690@example.com,18,medium
230,Name_958,31.0,60000.0,2017-02-19,IT,2876.0,"Street 74, City 11",6188262566.0,email_688@example.com,18,medium
231,Name_331,57.0,50000.0,2019-03-13,Finance,8361.0,"Street 56, City 37",9169639532.0,email_967@example.com,18,low
232,Name_640,42.0,60000.0,2017-02-20,Unknown,3222.0,"Street 72, City 46",5850460262.0,email_620@example.com,18,medium
233,Name_506,77.0,70000.0,2021-02-06,Unknown,1321.0,"Street 29, City 6",7043243418.0,email_958@example.com,17,medium
234,Name_348,42.0,50000.0,2024-04-07,IT,4779.0,"Street 23, City 11",5698797997.0,email_898@example.com,18,low
235,Name_473,20.0,50000.0,2020-03-31,IT,4098.0,"Street 39, City 34",2637684608.0,email_444@example.com,18,low
236,Name_231,22.0,60000.0,2021-09-25,Marketing,5422.0,,,,3,medium
237,Name_190,55.0,60000.0,2020-10-10,Marketing,3371.0,"Street 53, City 20",1383220028.0,email_713@example.com,18,medium
238,Name_225,71.0,50000.0,,Finance,5166.0,"Street 70, City 26",7994715566.0,email_255@example.com,18,low
239,Name_385,43.0,60000.0,,HR,4119.0,"Street 34, City 15",2347142287.0,email_278@example.com,18,medium
